#
# KWIC Concordance.
# Format: tab-separated, UTF-8. Corpus engine: Corpuscle, Clarino K Centre, Bergen
#
# Corpus:         (GRC)
# Query:          [slemma = "ტკივება"] | [slemma = "ტკენა"] 
# Matches:        6628
# Excluded:       0
# Execution time: 0.018666 sec. (0.012737 CPU sec.)
#
# match	slemma	lemma	features	
#
მეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ვატკინე	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:1Sg IO:3
ატკენ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:2Sg IO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
ატკინეს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:3
ვიტკინე	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:1Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct PluPerf <S> <S:Dat> S:3Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ვატკინოთ	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:1Pl IO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ტკენენ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Pl IO:3 NonStand
ვატკენთ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:1Pl IO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3 ¦ V MedAct PluPerf <S> <S:Dat> S:1Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ტკენისა	ტკენა	ტკენ[ა]/ტკინ	N VN Gen Sg L ¦ N VN Gen Sg DVoc DSg ¦ N VN Gen Sg DNom DSg
მეტკინებოდა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Cond <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ტკენა	ტკენა	ტკენ[ა]/ტკინ	N VN Nom Sg
ვატკინოთ	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:1Pl IO:3
ტკენენ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Pl IO:3 NonStand
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Sg
ვატკენთ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:1Pl IO:3
ატკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:3
მატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Sg
სტკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:3
მტკენსო	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg Encl:IndSp3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
ტკენენ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Pl IO:3 NonStand
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
მტკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg
ატკინეს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:3
გეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ატკინეს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:3
მატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Sg
ეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გვატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Pl
გეტკინებათ	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
გატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:2Sg
ვიტკინე	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:1Sg DO:3
მეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გატკენთ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:2Pl
გატკინათ	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:2Pl
ატკენდა	ტკენა	ტკენ[ა]/ტკენ	V MedAct Cond <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:3
ატკინოს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გატკინოთ	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:2Pl
ვატკინო	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:1Sg IO:3
მტკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg
გტკენთ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:2Pl
უტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedAct Perf <S> <S:Dat> S:3Sg DO:3 ¦ V Act Perf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3 ¦ V MedAct PluPerf <S> <S:Dat> S:1Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ატკინეს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
ვიტკინე	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:1Sg DO:3
მეტკინებაო	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3 Encl:IndSp3
გატკინათ	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:2Pl
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Sg
ატკინეს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
მეტკინებაო	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3 Encl:IndSp3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct PluPerf <S> <S:Dat> S:3Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv Perf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
ტკენასა	ტკენა	ტკენ[ა]/ტკინ	N VN Dat Sg L
გვატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Pl
ვატკინოთ	ტკენა	ტკენ[ა]/ტკინ	V MedAct Opt <S-IO> <S:Erg> <IO:Dat> S:1Pl IO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
მტკენდა	ტკენა	ტკენ[ა]/ტკენ	V MedAct Impf <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მატკინეს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:1Sg
გეტკინოსო	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3 Encl:IndSp3
გეტკინოთ	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl ¦ V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:1Sg S:2Pl ¦ V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2Sg
გეტკინებათ	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
ვატკინე	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:1Sg IO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ატკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გვატკინე	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:2Sg IO:1Pl
ეტკინება	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Fut <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
ატკინეს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გატკინე	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:1Sg IO:2Sg
გვეტკინოს	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
გეტკინოთ	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl ¦ V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:1Sg S:2Pl ¦ V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2Sg ¦ V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2
სტკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:3
ატკინეს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:3
გეტკინოთ	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl ¦ V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:1Sg S:2Pl ¦ V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2Sg ¦ V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2
გვატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Pl
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
გვატკენენ	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:3Pl IO:1Pl
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv Perf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ატკინეს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:3
ეტკინოს	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Opt <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გვატკინეს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:1Pl
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
გვეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
გეტკინათ	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
ვიტკინე	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:1Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
რკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand LevGuess
ტკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand
მაიკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg LevGuess
მაიკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Fut <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg LevGuess
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
მტკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
რკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand LevGuess
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
რკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand LevGuess
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
რკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand LevGuess
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
ეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv Perf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
რკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand LevGuess
სტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv Perf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
უტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedAct Perf <S> <S:Dat> S:3Sg DO:3 ¦ V Act Perf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
ატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3 ¦ V MedAct PluPerf <S> <S:Dat> S:1Sg DO:3 ¦ V Act PluPerf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მატკინა	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Sg IO:1Sg
რკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand LevGuess
რკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand LevGuess
რკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand LevGuess
რკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand LevGuess
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
რკენოდა	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv PluPerf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand LevGuess
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
მეტკინა	ტკენა	ტკენ[ა]/ტკინ	V MedPass Inv Aor <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
მტკენია	ტკენა	ტკენ[ა]/ტკენ	V MedPass Inv Perf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
ატკინეს	ტკენა	ტკენ[ა]/ტკინ	V MedAct Aor <S-IO> <S:Erg> <IO:Dat> S:3Pl IO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
მტკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Sg
ვიტკინე	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:1Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
გვტკენს	ტკენა	ტკენ[ა]/ტკენ	V MedAct Pres <S-IO> <S:Nom> <IO:Dat> S:3Sg IO:1Pl
იტკინა	ტკენა	ტკენ[ა]/ტკინ	V Act Aor SV <S-DO> <S:Erg> <DO:Nom> S:3Sg DO:3
